pmid,doi,num_authors,year,month,day,title,issn,issn_type,volume,issue,journal_title,journal_title_iso,pmid_mesh,descriptor_id,descriptor_name,descriptor_major_topic,qualifiers
27131287,10.1016/j.etap.2016.04.010,5,2016,6,5,Morin downregulates nitric oxide and prostaglandin E2 production in LPS-stimulated BV2 microglial cells by suppressing NF-κB activity and activating HO-1 induction.,1872-7077,Electronic,44,,Environmental toxicology and pharmacology,Environ. Toxicol. Pharmacol.,20220365,D006801,Humans,N,[]
27131288,10.1093/fampra/cmw029,4,2016,9,16,Impact of caregivers' education regarding respiratory infections on the health status of day-care children: a randomized trial.,1460-2229,Electronic,33,5,Family practice,Fam Pract,20220365,D008954,"Models, Biological",N,[]
27131289,10.1016/j.eplepsyres.2016.04.002,6,2016,5,14,Altered GABAA receptor expression in brainstem nuclei and SUDEP in Gabrg2(+/Q390X) mice associated with epileptic encephalopathy.,1872-6844,Electronic,123,,Epilepsy research,Epilepsy Res.,20220365,D009010,Monte Carlo Method,N,[]
27131290,10.1016/j.carres.2016.03.008,6,2016,5,8,Structure and gene cluster of the O-antigen of Enterobacter cloacae G3421.,1873-426X,Electronic,427,,Carbohydrate research,Carbohydr. Res.,20220365,D009502,Neutrons,N,['adverse effects']
27131291,10.1016/j.carres.2016.03.013,5,2016,5,8,Complete NMR assignment of a bisecting hybrid-type oligosaccharide transferred by Mucor hiemalis endo-β-N-acetylglucosaminidase.,1873-426X,Electronic,427,,Carbohydrate research,Carbohydr. Res.,20220365,D016273,Occupational Exposure,N,"['adverse effects', 'analysis']"
27131292,10.1016/j.biortech.2016.04.098,5,2016,6,9,Scale-up and economic analysis of biodiesel production from municipal primary sewage sludge.,1873-2976,Electronic,214,,Bioresource technology,Bioresour. Technol.,20220365,D011829,Radiation Dosage,N,[]
27131294,10.1016/j.jtho.2016.02.014,0,2016,4,30,Erratum.,1556-1380,Electronic,11,5,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,J Thorac Oncol,20220365,D011835,Radiation Protection,N,['methods']
27131293,10.1016/j.biortech.2016.04.084,7,2016,6,9,Micromorphological changes and mechanism associated with wet ball milling of Pinus radiata substrate and consequences for saccharification at low enzyme loading.,1873-2976,Electronic,214,,Bioresource technology,Bioresour. Technol.,20220365,D011874,Radiometry,N,['methods']
27131295,10.1016/j.jtho.2016.01.023,5,2016,5,1,A Triple Rare E709K and L833V/H835L EGFR Mutation Responsive to an Irreversible Pan-HER Inhibitor: A Case Report of Lung Adenocarcinoma Treated with Afatinib.,1556-1380,Electronic,11,5,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,J Thorac Oncol,20220365,D018570,Risk Assessment,N,['methods']
27131296,10.1016/j.jtho.2016.02.012,1,2016,5,1,Treatment Outcomes in Stage I Lung Cancer: A Comparison of Surgery and Stereotactic Body Radiation Therapy.,1556-1380,Electronic,11,5,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,J Thorac Oncol,20220365,D012542,"Scattering, Radiation",N,[]
27131297,10.1016/j.jtho.2016.02.019,2,2016,5,1,In Response to Treatment Outcomes in Stage I Lung Cancer: A Comparison of Surgery and Stereotactic Body Radiation Therapy.,1556-1380,Electronic,11,5,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,J Thorac Oncol,20220366,D000465,Algorithms,N,[]
27131298,10.1016/j.tplants.2016.02.006,3,2016,5,1,Crop Diversity: An Unexploited Treasure Trove for Food Security.,1878-4372,Electronic,21,5,Trends in plant science,Trends Plant Sci.,20220366,D020450,Heavy Ions,Y,[]
27131299,10.1016/j.fertnstert.2016.04.015,1,2016,9,4,"Protocols to induce ovulation and ""progesterone block"" experiments.",1556-5653,Electronic,106,3,Fertility and sterility,Fertil. Steril.,20220366,D017136,Ion Transport,N,[]
27131300,10.1016/j.fertnstert.2016.04.017,1,2016,6,5,Surrogacy: yes or no?,1556-5653,Electronic,105,6,Fertility and sterility,Fertil. Steril.,20220366,D008962,"Models, Theoretical",N,[]
27131301,10.1016/j.annepidem.2015.12.005,4,2016,5,1,Explaining provincial disease network via graph-theoretic analysis of disease occurrence in Iran.,1873-2585,Electronic,26,4,Annals of epidemiology,Ann Epidemiol,20220366,D009502,Neutrons,Y,[]
27131303,10.2175/106143016X14504669768372,2,2016,5,1,Co-adsorption of Trichloroethylene and Arsenate by Iron-Impregnated Granular Activated Carbon.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220366,D011237,Predictive Value of Tests,N,[]
27131302,10.2175/106143016X14504669768336,5,2016,5,1,Effect of Worm Predation on Changes in Waste Activated Sludge Properties.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220366,D011789,Quantum Theory,N,[]
27131304,10.2175/106143016X14504669768697,2,2016,5,1,COD and Color Removal from Real Dyeing Wastewater by Ozonation.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220366,D011829,Radiation Dosage,N,[]
27131305,10.2175/106143016X14504669768417,2,2016,5,1,Comparative Kinetic Studies and Performance Evaluation of Biofilm and Biomass Characteristics of Pseudomonas fluorescens in Degrading Synthetic Phenolic Effluent in Inverse Fluidized Bed Biofilm Reactor.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220366,D011835,Radiation Protection,N,"['methods', 'standards']"
27131306,10.2175/106143016X14504669768453,4,2016,5,1,Biopolymer Production Kinetics of Mixed Culture Using Wastewater Sludge as a Raw Material and the Effect of Different Cations on Biopolymer Applications in Water and Wastewater Treatment.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220366,D013819,Thermoluminescent Dosimetry,N,"['methods', 'standards']"
27131307,10.2175/106143015X14212658614478,2,2016,5,1,Removing Grit During Wastewater Treatment: CFD Analysis of HDVS Performance.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220367,D001822,Body Burden,N,[]
27131309,10.2175/106143016X14504669768499,2,2016,5,1,Bench-scale Analysis of Surrogates for Anaerobic Digestion Processes.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220367,D002138,Calibration,N,['standards']
27131308,10.2175/106143016X14504669768651,2,2016,5,1,Efficiency of a Photoreactor Packed with Immobilized Titanium Dioxide Nanoparticles in the Removal of Acid Orange 7.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220367,D004630,Emergencies,Y,[]
27131310,10.2175/106143016X14504669768534,8,2016,5,1,Enhanced Versus Conventional Sludge Anaerobic Processes: Performances and Techno-Economic Assessment.,1061-4303,Print,88,5,Water environment research : a research publication of the Water Environment Federation,Water Environ. Res.,20220367,D005720,Gamma Rays,Y,[]
27131311,10.1093/jme/tjw027,3,2016,4,30,"Life Cycle, Feeding, and Defecation Patterns of Panstrongylus chinai (Hemiptera: Reduviidae: Triatominae) Under Laboratory Conditions.",1938-2928,Electronic,53,4,Journal of medical entomology,J. Med. Entomol.,20220367,D006801,Humans,N,[]
27131312,10.3727/096504016X14549667333963,6,2016,5,1,RNAi-Mediated Downregulation of FKBP14 Suppresses the Growth of Human Ovarian Cancer Cells.,1555-3906,Electronic,23,6,Oncology research,Oncol. Res.,20220367,D019047,"Phantoms, Imaging",N,[]
27131313,10.3727/096504016X14562725373798,5,2016,5,1,miR-146a Inhibits Proliferation and Enhances Chemosensitivity in Epithelial Ovarian Cancer via Reduction of SOD2.,1555-3906,Electronic,23,6,Oncology research,Oncol. Res.,20220367,D011829,Radiation Dosage,N,[]
27131314,10.3727/096504016X14562725373833,6,2016,5,1,MicroRNA-92a Promotes Colorectal Cancer Cell Growth and Migration by Inhibiting KLF4.,1555-3906,Electronic,23,6,Oncology research,Oncol. Res.,20220367,D011835,Radiation Protection,N,"['instrumentation', 'methods', 'standards']"
27131315,10.3727/096504016X14562725373879,5,2016,5,1,Neoadjuvant Chemotherapy in Triple Negative Breast Cancer: An Observational Study.,1555-3906,Electronic,23,6,Oncology research,Oncol. Res.,20220367,D012016,Reference Values,N,[]
27131316,10.3727/096504016X14567549091305,6,2016,5,1,Knockdown of Long Noncoding RNA GHET1 Inhibits Cell Proliferation and Invasion of Colorectal Cancer.,1555-3906,Electronic,23,6,Oncology research,Oncol. Res.,20220367,D013819,Thermoluminescent Dosimetry,N,"['instrumentation', 'methods', 'standards']"
27131317,10.3727/096504016X14567549091341,6,2016,5,1,TTF1-NPs Induce ERS-Mediated Apoptosis and Inhibit Human Hepatoma Cell Growth In Vitro and In Vivo.,1555-3906,Electronic,23,6,Oncology research,Oncol. Res.,20220367,D014965,X-Rays,Y,[]
27131318,10.3727/096504016X14570992647041,6,2016,5,1,Therapeutic Injection of a C-Type CpG ODN Induced an Antitumor Immune Response in C57/BL6 Mice of Orthotopically Transplanted Hepatocellular Carcinoma.,1555-3906,Electronic,23,6,Oncology research,Oncol. Res.,20220368,D000042,Absorption,N,[]
27131319,10.1016/j.pbi.2016.04.002,3,2016,6,12,Prospects for improving CO2 fixation in C3-crops through understanding C4-Rubisco biogenesis and catalytic diversity.,1879-0356,Electronic,31,,Current opinion in plant biology,Curr. Opin. Plant Biol.,20220368,D000162,Acoustics,Y,[]
27131320,10.1016/j.watres.2016.04.043,7,2016,5,16,A novel pilot-scale stacked microbial fuel cell for efficient electricity generation and wastewater treatment.,1879-2448,Electronic,98,,Water research,Water Res.,20220368,D004574,Electromagnetic Fields,N,[]
27131321,10.1016/bs.adgen.2016.01.001,2,2016,5,1,Diversity of Entomopathogenic Fungi: Which Groups Conquered the Insect Body?,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D004869,Equipment Safety,N,['standards']
27131322,10.1016/bs.adgen.2016.01.003,4,2016,5,1,Utilizing Genomics to Study Entomopathogenicity in the Fungal Phylum Entomophthoromycota: A Review of Current Genetic Resources.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D006257,Head,N,"['anatomy & histology', 'diagnostic imaging', 'radiation effects']"
27131323,10.1016/bs.adgen.2016.01.002,3,2016,5,1,Advances in Genomics of Entomopathogenic Fungi.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D006801,Humans,N,[]
27131324,10.1016/bs.adgen.2015.12.004,3,2016,5,1,Insect Pathogenic Fungi as Endophytes.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D008279,Magnetic Resonance Imaging,N,"['adverse effects', 'instrumentation', 'methods', 'standards']"
27131325,10.1016/bs.adgen.2015.11.001,3,2016,5,1,Genetically Engineering Entomopathogenic Fungi.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D017410,Practice Guidelines as Topic,N,[]
27131326,10.1016/bs.adgen.2015.11.003,2,2016,5,1,Molecular Genetics of Beauveria bassiana Infection of Insects.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D011312,Pressure,N,[]
27131327,10.1016/bs.adgen.2015.11.002,2,2016,5,1,Insect Immunity to Entomopathogenic Fungi.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D011829,Radiation Dosage,N,[]
27131328,10.1016/bs.adgen.2015.12.005,2,2016,5,1,Disease Dynamics in Ants: A Critical Review of the Ecological Relevance of Using Generalist Fungi to Study Infections in Insect Societies.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D011832,Radiation Injuries,Y,"['diagnostic imaging', 'prevention & control']"
27131329,10.1016/bs.adgen.2016.01.006,4,2016,5,1,Entomopathogenic Fungi: New Insights into Host-Pathogen Interactions.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D011846,Radio Waves,Y,[]
27131330,10.1016/bs.adgen.2016.01.005,2,2016,5,1,Molecular Genetics of Secondary Chemistry in Metarhizium Fungi.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D011857,"Radiographic Image Interpretation, Computer-Assisted",N,"['instrumentation', 'methods', 'standards']"
27131331,10.1016/bs.adgen.2016.01.004,6,2016,5,1,From So Simple a Beginning: The Evolution of Behavioral Manipulation by Fungi.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D014481,United States,N,[]
27131332,10.1016/S0065-2660(16)30032-3,2,2016,5,1,Preface.,0065-2660,Print,94,,Advances in genetics,Adv. Genet.,20220368,D014486,United States Food and Drug Administration,N,[]
27131333,10.1111/jgh.13428,6,2016,4,30,Sleep disturbance and enhanced esophageal capsaicin sensitivity in patients with gastroesophageal reflux disease.,1440-1746,Electronic,31,12,Journal of gastroenterology and hepatology,J. Gastroenterol. Hepatol.,20220369,D000042,Absorption,N,[]
27131334,10.20882/adicciones.805,1,2016,5,1,"Psychopathy, Addictions, Interpersonal Violence and Antisocial Behavior, a mixed relationship.",0214-4840,Print,28,2,Adicciones,Adicciones,20220369,D000465,Algorithms,N,[]
27131335,10.1016/j.domaniend.2016.03.002,4,2016,6,9,Characteristics and functions of a minor FSH surge near the end of an interovulatory interval in Bos taurus heifers.,1879-0054,Electronic,56,,Domestic animal endocrinology,Domest. Anim. Endocrinol.,20220369,D006801,Humans,N,[]
27131336,10.1016/j.domaniend.2016.02.010,3,2016,6,9,Dynamics of L cells along the crypt-villous axis in the chicken ileum.,1879-0054,Electronic,56,,Domestic animal endocrinology,Domest. Anim. Endocrinol.,20220369,D009369,Neoplasms,N,['radiotherapy']
27131337,10.1016/j.domaniend.2016.03.003,8,2016,6,9,"Influence of blanketing and season on vitamin D and parathyroid hormone, calcium, phosphorus, and magnesium concentrations in horses in New Zealand.",1879-0054,Electronic,56,,Domestic animal endocrinology,Domest. Anim. Endocrinol.,20220369,D017785,Photons,Y,[]
27131338,10.1002/jmri.25289,8,2016,4,30,Usefulness of 3D hybrid profile order technique with 3T magnetic resonance cholangiography: Comparison of image quality and acquisition time.,1522-2586,Electronic,44,5,Journal of magnetic resonance imaging : JMRI,J Magn Reson Imaging,20220369,D011522,Protons,N,"['adverse effects', 'therapeutic use']"
27131339,10.1002/hed.24493,9,2016,4,30,HERG1 potassium channel expression in potentially malignant disorders of the oral mucosa and prognostic relevance in oral squamous cell carcinoma.,1097-0347,Electronic,38,11,Head & neck,Head Neck,20220369,D011832,Radiation Injuries,N,['prevention & control']
27131340,10.1177/0004867416640968,0,2016,5,1,RANZCP abstract BOOK 2016.,1440-1614,Electronic,50,1 Suppl,The Australian and New Zealand journal of psychiatry,Aust N Z J Psychiatry,20220369,D011836,Radiation Tolerance,N,[]
27131341,10.1177/0004867416640969,0,2016,5,1,Author Index.,1440-1614,Electronic,50,1 Suppl,The Australian and New Zealand journal of psychiatry,Aust N Z J Psychiatry,20220369,D011874,Radiometry,N,"['instrumentation', 'methods', 'standards']"
27131342,10.1002/hed.24490,6,2016,4,30,Management of orbital invasion in sinonasal malignancies.,1097-0347,Electronic,38,11,Head & neck,Head Neck,20220369,D011878,Radiotherapy,N,"['instrumentation', 'methods', 'standards']"
27131343,10.1016/j.dcn.2016.04.001,3,2016,6,18,Auditory evoked potentials to speech and nonspeech stimuli are associated with verbal skills in preschoolers.,1878-9307,Electronic,19,,Developmental cognitive neuroscience,Dev Cogn Neurosci,20220369,D011879,Radiotherapy Dosage,N,[]
27131344,10.1111/jgs.14093,4,2016,5,26,Effect of Ownership on Hospice Service Use: 2005-2011.,1532-5415,Electronic,64,5,Journal of the American Geriatrics Society,J Am Geriatr Soc,20220369,D018570,Risk Assessment,N,[]
27131345,10.1111/cga.12169,2,2016,7,2,Odontoblasts: Specialized hard-tissue-forming cells in the dentin-pulp complex.,1741-4520,Electronic,56,4,Congenital anomalies,Congenit Anom (Kyoto),20220370,D000042,Absorption,N,[]
27131346,10.1093/hmg/ddw133,5,2016,5,21,"Oxidative metabolism and Ca2+ handling in isolated brain mitochondria and striatal neurons from R6/2 mice, a model of Huntington's disease.",1460-2083,Electronic,25,13,Human molecular genetics,Hum. Mol. Genet.,20220370,D004781,Environmental Exposure,N,"['adverse effects', 'analysis']"
27131347,10.1093/hmg/ddw090,14,2016,5,6,ERK1/2 directly acts on CTGF/CCN2 expression to mediate myocardial fibrosis in cardiomyopathy caused by mutations in the lamin A/C gene.,1460-2083,Electronic,25,11,Human molecular genetics,Hum. Mol. Genet.,20220370,D005506,Food Contamination,N,['analysis']
27131348,10.1093/hmg/ddw131,6,2016,5,27,Deletion of CTNNB1 in inhibitory circuitry contributes to autism-associated behavioral defects.,1460-2083,Electronic,25,13,Human molecular genetics,Hum. Mol. Genet.,20220370,D006801,Humans,N,[]
27131349,10.14712/18059694.2016.47,3,2016,5,1,Trends in Laboratory Diagnostic Methods in Periodontology.,1211-4286,Print,59,1,Acta medica (Hradec Kralove),Acta Medica (Hradec Kralove),20220370,D007194,India,N,[]
27131350,10.14712/18059694.2016.48,7,2016,5,1,Is Allergic Rhinitis a Factor That Affects Success of Tympanoplasty?,1211-4286,Print,59,1,Acta medica (Hradec Kralove),Acta Medica (Hradec Kralove),20220370,D000069463,Olive Oil,N,[]
27131351,10.14712/18059694.2016.49,3,2016,5,1,A Study Comparing the Efficacy of Monopolar Radiofrequency and Glycolic Acid Peels in Facial Rejuvenation of Aging Skin Using Histopathology and Ultrabiomicroscopic Sonography (UBM) - An Evidence Based Study.,1211-4286,Print,59,1,Acta medica (Hradec Kralove),Acta Medica (Hradec Kralove),20220370,D010938,Plant Oils,N,['chemistry']
27131352,10.14712/18059694.2016.50,5,2016,5,1,Gastric and Colorectal Metastases of Lobular Breast Carcinoma: A Case Report.,1211-4286,Print,59,1,Acta medica (Hradec Kralove),Acta Medica (Hradec Kralove),20220370,D011886,Radon,N,"['adverse effects', 'analysis', 'chemistry']"
27131353,10.14712/18059694.2016.51,2,2016,5,1,Efficacy of Low-Dose Tocilizumab on Relapsing Adult-Onset Still's Disease.,1211-4286,Print,59,1,Acta medica (Hradec Kralove),Acta Medica (Hradec Kralove),20220370,D012995,Solubility,N,[]
27131354,10.14712/18059694.2016.52,3,2016,5,1,Five Roots Pattern of Median Nerve Formation.,1211-4286,Print,59,1,Acta medica (Hradec Kralove),Acta Medica (Hradec Kralove),20220370,D013051,"Spectrometry, Gamma",N,[]
27131355,10.14712/18059694.2016.53,4,2016,5,1,Laryngeal Electromyography is Helpful for Cardiovocal Syndrome.,1211-4286,Print,59,1,Acta medica (Hradec Kralove),Acta Medica (Hradec Kralove),20220371,D001530,Belgium,N,[]
27131356,10.1093/nar/gkw337,8,2016,7,6,Rtools: a web server for various secondary structural analyses on single RNA sequences.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220371,D004574,Electromagnetic Fields,N,[]
27131357,10.1093/nar/gkw359,5,2016,7,6,"PHYLOViZ Online: web-based tool for visualization, phylogenetic inference, analysis and sharing of minimum spanning trees.",1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220371,D004781,Environmental Exposure,N,"['adverse effects', 'analysis']"
27131358,10.1093/nar/gkw314,5,2016,7,6,"MANORAA (Mapping Analogous Nuclei Onto Residue And Affinity) for identifying protein-ligand fragment interaction, pathways and SNPs.",1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220371,D005843,Geography,N,[]
27131359,10.1093/nar/gkw304,7,2016,7,6,"Protein Frustratometer 2: a tool to localize energetic frustration in protein molecules, now with electrostatics.",1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220371,D017408,Guidelines as Topic,N,[]
27131360,10.1093/nar/gkw344,2,2016,6,21,"The Borrelia burgdorferi telomere resolvase, ResT, anneals ssDNA complexed with its cognate ssDNA-binding protein.",1362-4962,Electronic,44,11,Nucleic acids research,Nucleic Acids Res.,20220371,D006801,Humans,N,[]
27131361,10.1093/nar/gkw326,7,2016,7,12,A role for human homologous recombination factors in suppressing microhomology-mediated end joining.,1362-4962,Electronic,44,12,Nucleic acids research,Nucleic Acids Res.,20220371,D008122,Local Area Networks,Y,[]
27131362,10.1093/nar/gkw345,4,2016,7,6,miEAA: microRNA enrichment analysis and annotation.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220371,D011634,Public Health,Y,[]
27131363,10.1093/nar/gkw316,10,2016,8,20,Single base resolution analysis of 5-hydroxymethylcytosine in 188 human genes: implications for hepatic gene expression.,1362-4962,Electronic,44,14,Nucleic acids research,Nucleic Acids Res.,20220371,D011834,Radiation Monitoring,N,['methods']
27131364,10.1093/nar/gkw354,11,2016,6,3,Dimerization of SLX4 contributes to functioning of the SLX4-nuclease complex.,1362-4962,Electronic,44,10,Nucleic acids research,Nucleic Acids Res.,20220371,D011846,Radio Waves,N,['adverse effects']
27131365,10.1093/nar/gkw360,2,2016,7,6,Galaxy7TM: flexible GPCR-ligand docking by structure refinement.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220371,D018570,Risk Assessment,N,['methods']
27131366,10.1093/nar/gkw346,8,2016,6,3,A putative Leishmania DNA polymerase theta protects the parasite against oxidative damage.,1362-4962,Electronic,44,10,Nucleic acids research,Nucleic Acids Res.,20220371,D013997,Time Factors,N,[]
27131367,10.1093/nar/gkw350,8,2016,6,21,"Viable RNaseH1 knockout mice show RNaseH1 is essential for R loop processing, mitochondrial and liver function.",1362-4962,Electronic,44,11,Nucleic acids research,Nucleic Acids Res.,20220376,D000328,Adult,N,[]
27131368,10.1093/nar/gkw340,6,2016,7,6,InterEvDock: a docking server to predict the structure of protein-protein interactions using evolutionary information.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220376,D019380,Anti-HIV Agents,N,"['administration & dosage', 'therapeutic use']"
27131369,10.1093/nar/gkw341,12,2016,7,28,"A long non-coding RNA, APOA4-AS, regulates APOA4 expression depending on HuR in mice.",1362-4962,Electronic,44,13,Nucleic acids research,Nucleic Acids Res.,20220376,D023241,"Antiretroviral Therapy, Highly Active",Y,[]
27131370,10.1093/nar/gkw352,7,2016,9,3,DNA compaction by the bacteriophage protein Cox studied on the single DNA molecule level using nanofluidic channels.,1362-4962,Electronic,44,15,Nucleic acids research,Nucleic Acids Res.,20220376,D018791,CD4 Lymphocyte Count,N,[]
27131371,10.1093/nar/gkw336,4,2016,7,6,3Drefine: an interactive web server for efficient protein structure refinement.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220376,D005260,Female,N,[]
27131372,10.1093/nar/gkw294,2,2016,7,12,Redundans: an assembly pipeline for highly heterozygous genomes.,1362-4962,Electronic,44,12,Nucleic acids research,Nucleic Acids Res.,20220376,D019983,Guideline Adherence,N,[]
27131373,10.1093/nar/gkw379,9,2016,8,20,Measurement and modeling of intrinsic transcription terminators.,1362-4962,Electronic,44,14,Nucleic acids research,Nucleic Acids Res.,20220376,D015658,HIV Infections,N,"['drug therapy', 'virology']"
27131374,10.1093/nar/gkw329,6,2016,7,6,PEP-FOLD3: faster de novo structure prediction for linear peptides in solution and in complex.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220376,D006801,Humans,N,[]
27131375,10.1093/nar/gkw342,4,2016,7,6,MRE: a web tool to suggest foreign enzymes for the biosynthesis pathway design with competing endogenous reactions in mind.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220376,D008297,Male,N,[]
27131376,10.1093/nar/gkw318,2,2016,7,12,CARGO: effective format-free compressed storage of genomic information.,1362-4962,Electronic,44,12,Nucleic acids research,Nucleic Acids Res.,20220376,D055118,Medication Adherence,N,[]
27131377,10.1093/nar/gkw357,2,2016,7,6,Dali server update.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220376,D008875,Middle Aged,N,[]
27131378,10.1093/nar/gkw333,4,2016,9,3,Methylation of histone H4 lysine 20 by PR-Set7 ensures the integrity of late replicating sequence domains in Drosophila.,1362-4962,Electronic,44,15,Nucleic acids research,Nucleic Acids Res.,20220376,D016896,Treatment Outcome,N,[]
27131379,10.1093/nar/gkw361,10,2016,7,6,SAbPred: a structure-based antibody prediction server.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220376,D019562,Viral Load,Y,[]
27131380,10.1093/nar/gkw348,4,2016,7,6,The MPI bioinformatics Toolkit as an integrative platform for advanced protein sequence and structure analysis.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220376,D014766,Viremia,N,[]
27131381,10.1093/nar/gkw328,3,2016,6,3,Fragment-based modelling of single stranded RNA bound to RNA recognition motif containing proteins.,1362-4962,Electronic,44,10,Nucleic acids research,Nucleic Acids Res.,20220376,D028761,Withholding Treatment,N,['statistics & numerical data']
27131382,10.1093/nar/gkw353,7,2016,6,3,Imino proton NMR guides the reprogramming of A•T specific minor groove binders for mixed base pair recognition.,1362-4962,Electronic,44,10,Nucleic acids research,Nucleic Acids Res.,20220377,D017088,AIDS-Related Opportunistic Infections,N,['diagnosis']
27131383,10.1093/nar/gkw308,4,2016,7,6,LassoProt: server to analyze biopolymers with lassos.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220377,D000328,Adult,N,[]
27131384,10.1093/nar/gkw335,7,2016,7,6,systemsDock: a web server for network pharmacology-based prediction and analysis.,1362-4962,Electronic,44,W1,Nucleic acids research,Nucleic Acids Res.,20220377,D005260,Female,N,[]
27131385,10.1093/nar/gkw339,5,2016,7,12,Dynamic binding of replication protein a is required for DNA repair.,1362-4962,Electronic,44,12,Nucleic acids research,Nucleic Acids Res.,20220377,D015658,HIV Infections,N,['complications']
27131386,10.1093/occmed/kqw055,2,2016,8,4,"Occupational stress, coping and mental health in Jamaican police officers.",1471-8405,Electronic,66,6,"Occupational medicine (Oxford, England)",Occup Med (Lond),20220377,D006801,Humans,N,[]
27131387,10.1093/qjmed/hcw052,8,2016,5,12,Cranial diabetes insipidus with pituitary stalk lesions.,1460-2393,Electronic,,,QJM : monthly journal of the Association of Physicians,QJM,20220377,D007118,Immunoassay,N,['methods']
27131388,10.1016/j.socscimed.2016.04.010,2,2016,5,21,"Response to commentary on ""An education gradient in health, a health gradient in education, or a confounded gradient in both?"".",1873-5347,Electronic,158,,Social science & medicine (1982),Soc Sci Med,20220377,D007371,Interferon-gamma,N,['blood']
27131389,10.1016/j.ygcen.2016.04.026,7,2016,5,4,Molecular basis of spermatogenesis and sperm quality.,1095-6840,Electronic,,,General and comparative endocrinology,Gen. Comp. Endocrinol.,20220377,D008297,Male,N,[]
27131390,10.1016/j.ygcen.2016.04.027,4,2016,5,10,"The type of spawning agent affects the egg composition during out-of-season spawning but not during in-season spawning in Eurasian perch, Perca fluviatilis.",1095-6840,Electronic,,,General and comparative endocrinology,Gen. Comp. Endocrinol.,20220377,D008875,Middle Aged,N,[]
27131391,10.1016/j.ygcen.2016.04.029,5,2016,5,10,"The commonly used nonionic surfactant Span 80 has RXRα transactivation activity, which likely increases the obesogenic potential of oil dispersants and food emulsifiers.",1095-6840,Electronic,238,,General and comparative endocrinology,Gen. Comp. Endocrinol.,20220377,D014376,Tuberculosis,N,['diagnosis']
27131392,10.1016/j.ygcen.2016.04.028,2,2016,5,21,"Male-typical courtship, spawning behavior, and olfactory sensitivity are induced to different extents by androgens in the goldfish suggesting they are controlled by different neuroendocrine mechanisms.",1095-6840,Electronic,232,,General and comparative endocrinology,Gen. Comp. Endocrinol.,20220378,D000328,Adult,N,[]
27131393,10.1016/j.canrad.2015.12.008,10,2016,5,30,[Orodental status before radiation therapy of the head and neck area: A prospective analysis on 48 patients].,1769-6658,Electronic,20,3,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,Cancer Radiother,20220378,D016000,Cluster Analysis,N,[]
